City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
269,aklavik,40,CA,1526497200,60,68.22,-135.01,39.2,3.36
270,boffa,0,GN,1526501653,63,10.18,-14.04,80.04,8.19
271,havre-saint-pierre,8,CA,1526501565,63,50.23,-63.6,34.41,16.24
272,lima,8,PE,1526501426,69,-12.06,-77.04,68.16,3.15
273,dhidhdhoo,64,MV,1526501655,100,6.88,73.1,84.0,4.94
274,imbituva,68,BR,1526501655,91,-25.23,-50.6,63.12,3.27
275,vila velha,20,BR,1526500800,66,-3.71,-38.6,84.2,11.41
276,uyskoye,0,RU,1526501655,55,54.37,60.01,33.78,4.16
277,itoman,20,JP,1526500800,83,26.12,127.67,78.8,5.82
278,kahului,20,US,1526496900,78,20.89,-156.47,78.8,6.62
279,quatre cocos,20,MU,1526500800,88,-20.21,57.76,69.8,5.82
280,fortuna,0,ES,1526499000,68,38.18,-1.13,66.2,6.93
281,sorland,40,NO,1526498400,75,67.67,12.69,44.6,13.87
282,laguna,5,MX,1526499600,4,27.52,-110.01,107.6,13.87
283,pisco,0,PE,1526500800,64,-13.71,-76.2,73.4,16.11
284,pangnirtung,75,CA,1526497200,79,66.15,-65.72,24.8,11.41
285,marrakesh,75,MA,1526499000,87,31.63,-7.99,60.8,9.17
286,fort frances,1,CA,1526496900,37,48.61,-93.4,69.8,12.75
287,riyadh,0,SA,1526500800,20,24.63,46.72,82.4,8.05
288,norman wells,75,CA,1526497200,66,65.28,-126.83,46.4,8.05
289,matamoros,1,US,1526500380,43,25.87,-97.51,93.2,12.75
290,morro bay,1,US,1526500560,49,35.37,-120.85,69.8,19.46
291,port hedland,24,AU,1526499000,29,-20.31,118.58,60.8,9.17
292,roald,20,NO,1526498400,70,62.58,6.12,46.4,5.82
293,iwakuni,90,JP,1526500500,83,34.19,132.13,71.6,2.37
294,plettenberg bay,0,ZA,1526501626,86,-34.05,23.37,64.92,6.4
295,ostrovnoy,0,RU,1526501662,72,68.05,39.51,40.08,11.77
296,atemar,56,RU,1526501662,70,54.18,45.4,61.86,2.48
297,taoudenni,32,ML,1526501377,19,22.68,-3.98,88.32,5.39
298,coihaique,75,CL,1526497200,65,-45.58,-72.07,48.2,4.7
299,port hardy,0,CA,1526501663,74,50.7,-127.42,57.81,5.73
300,malaya vishera,12,RU,1526501664,77,58.85,32.22,55.38,2.93
301,veshenskaya,32,RU,1526501664,67,49.63,41.73,66.45,2.93
302,ixtapa,5,MX,1526500080,70,20.71,-105.21,87.8,12.75
303,helong,8,CN,1526501665,77,25.94,116.13,70.23,4.5
304,cheremukhovo,80,RU,1526501665,66,56.23,46.23,61.86,3.94
305,limbe,100,MW,1526501665,82,-15.81,35.05,68.97,4.94
306,senno,0,RU,1526497200,87,57.76,27.95,59.0,8.95
307,emet,0,TR,1526501666,93,39.34,29.26,51.96,3.71
308,luderitz,0,NA,1526501666,87,-26.65,15.16,56.46,5.17
309,comodoro rivadavia,40,AR,1526497200,75,-45.87,-67.48,44.6,4.7
310,mar del plata,0,AR,1526501667,100,-46.43,-67.52,38.37,2.82
311,merauke,88,ID,1526501667,100,-8.49,140.4,77.34,13.78
312,zihuatanejo,5,MX,1526500140,55,17.64,-101.55,91.4,11.41
313,serro,0,BR,1526501537,92,-18.6,-43.38,67.44,2.37
314,sherman,1,US,1526500380,54,33.64,-96.61,89.6,4.16
315,novikovo,0,UA,1526501669,100,45.05,34.56,50.88,3.38
316,tabou,76,CI,1526501669,100,4.42,-7.36,80.13,8.08
317,umm kaddadah,8,SD,1526501669,16,13.6,26.69,78.6,9.42
318,tura,88,IN,1526501669,98,25.52,90.21,70.59,3.6
319,torbay,20,CA,1526497200,64,47.66,-52.73,39.2,14.99
320,beibei,0,CN,1526500800,58,29.83,106.43,84.2,8.95
321,talnakh,88,RU,1526501670,93,69.49,88.39,20.28,5.61
322,porto novo,75,BR,1526500800,69,-23.68,-45.44,75.2,11.41
323,oranjestad,40,AW,1526500800,79,12.52,-70.03,84.2,23.04
324,tucuman,0,PE,1526501672,40,-17.17,-70.89,66.9,3.6
325,pyinmana,0,MM,1526501672,97,19.74,96.21,69.6,3.6
326,diego de almagro,0,CL,1526501672,71,-26.39,-70.05,66.18,2.93
327,beloha,0,MG,1526501673,82,-25.17,45.06,68.34,13.0
328,san ignacio,90,CL,1526497200,93,-36.8,-72.03,51.8,8.05
329,tailai,64,CN,1526501674,60,46.39,123.41,53.85,7.4
330,meadow lake,75,CA,1526500800,37,54.13,-108.44,68.0,17.22
331,sabzevar,80,IR,1526501674,81,36.21,57.68,53.76,3.6
332,araouane,0,ML,1526501675,17,18.9,-3.53,82.74,2.71
333,natal,40,BR,1526497200,62,-5.81,-35.21,86.0,18.34
334,dealu,0,RO,1526500800,58,47.84,26.26,57.2,6.71
335,pirovskoye,92,RU,1526501676,97,57.63,92.27,38.1,4.94
336,sandpoint,40,US,1526499300,41,48.28,-116.55,75.2,5.82
337,rivadavia,0,AR,1526501676,57,-31.53,-68.59,58.08,2.93
338,billings,20,US,1526496780,31,45.79,-108.5,77.0,9.17
339,meulaboh,56,ID,1526501677,100,4.14,96.13,79.23,2.93
340,dandong,92,CN,1526501677,98,40.12,124.37,61.95,3.15
341,egvekinot,12,RU,1526501678,94,66.32,-179.17,32.79,3.27
342,kavieng,88,PG,1526501678,100,-2.57,150.8,84.0,7.74
343,havelock,75,US,1526497080,66,34.88,-76.9,84.2,18.34
344,sangmelima,56,CM,1526501679,96,2.93,11.98,69.6,2.26
345,port lincoln,36,AU,1526501679,100,-34.72,135.86,48.27,4.38
346,nakambala,80,ZM,1526501679,81,-15.83,27.78,67.44,6.29
347,druzhba,32,UA,1526501680,70,49.36,25.65,53.76,10.98
348,punta cardon,48,VE,1526501680,63,11.61,-70.22,87.6,23.06
349,northam,20,GB,1526498400,67,51.04,-4.21,59.0,11.41
350,tiznit,100,MA,1526501681,91,29.7,-9.73,61.32,6.85
351,iguape,92,BR,1526501681,100,-24.7,-47.56,72.3,6.96
352,saint george,40,GR,1526496600,43,39.45,22.34,73.4,10.29
353,shihezi,0,CN,1526501682,66,44.3,86.03,49.26,3.15
354,royan,0,FR,1526499000,77,45.62,-1.03,62.6,8.05
355,morros,75,BR,1526500800,83,-2.87,-44.04,78.8,5.82
356,arang,12,IN,1526501683,66,21.2,81.97,78.51,8.63
357,abu kamal,24,SY,1526501555,32,34.45,40.92,74.37,7.74
358,pacific grove,1,US,1526500500,59,36.62,-121.92,66.2,9.17
359,guane,88,CU,1526501684,93,22.2,-84.09,77.43,3.15
360,spring valley,90,US,1526500380,87,41.11,-74.04,60.8,4.7
361,atambua,0,ID,1526501685,100,-9.11,124.89,76.26,16.46
362,tateyama,92,JP,1526501685,60,36.66,137.31,65.55,3.15
363,mount gambier,88,AU,1526501685,80,-37.83,140.78,51.42,4.83
364,gorontalo,12,ID,1526501686,93,0.54,123.06,73.92,2.04
365,alice springs,0,AU,1526499000,69,-23.7,133.88,39.2,5.82
366,oistins,75,BB,1526500800,69,13.07,-59.53,82.4,20.8
367,walvis bay,0,NA,1526497200,87,-22.95,14.51,55.4,3.6
368,tessalit,0,ML,1526501687,18,20.2,1.01,78.6,2.82
369,paracuru,20,BR,1526500800,66,-3.41,-39.03,84.2,11.41
370,soma,88,JP,1526501688,84,37.8,140.92,65.82,3.04
371,tingo maria,75,PE,1526500800,66,-9.29,-76.01,84.2,3.36
372,guantanamo,48,BO,1526500800,74,-16.14,-62.05,82.4,9.17
373,bandrele,20,YT,1526500800,78,-12.91,45.19,80.6,12.75
374,baker city,90,US,1526499600,63,44.77,-117.83,62.6,6.93
375,pepel,0,SL,1526501690,97,8.59,-13.06,80.85,6.73
376,khanpur,0,PK,1526501624,59,28.65,70.66,77.88,2.82
377,san quintin,0,PH,1526501690,82,17.54,120.52,71.04,2.93
378,salalah,40,OM,1526496600,88,17.01,54.1,82.4,3.36
379,sulangan,80,PH,1526501691,100,11.14,123.72,85.26,9.53
380,ruza,0,RU,1526500800,72,55.7,36.19,60.8,4.47
381,amos,75,CA,1526500800,87,48.57,-78.12,50.0,8.05
382,touros,88,BR,1526501692,79,-5.2,-35.46,81.48,13.67
383,deputatskiy,80,RU,1526501692,89,69.3,139.9,21.63,3.94
384,nome,1,US,1526499300,32,30.04,-94.42,93.2,10.29
385,omsukchan,76,RU,1526501693,97,62.53,155.8,35.67,3.71
386,mumford,36,GH,1526501693,89,5.26,-0.76,79.14,8.08
387,shelburne,75,CA,1526497260,59,44.08,-80.2,73.4,5.82
388,guerrero negro,0,MX,1526501694,51,27.97,-114.04,75.18,14.79
389,caravelas,0,BR,1526501694,99,-17.73,-39.27,79.14,8.19
390,evensk,76,RU,1526501695,84,61.92,159.24,37.29,9.19
391,jinchang,0,CN,1526501695,79,38.52,102.19,45.3,3.71
392,ballinrobe,0,IE,1526501695,69,53.62,-9.22,51.6,8.75
393,lazaro cardenas,75,MX,1526499900,24,28.39,-105.62,93.2,9.17
394,yining,36,CN,1526501696,63,29.04,114.56,80.85,8.19
395,kajaani,0,FI,1526498400,72,64.22,27.73,59.0,2.24
396,chapais,90,CA,1526497620,86,49.78,-74.86,30.2,12.75
397,oksfjord,75,NO,1526498400,100,70.24,22.35,51.8,10.29
398,bethanien,0,NA,1526501697,58,-26.5,17.16,47.19,4.72
399,fomboni,0,KM,1526501698,100,-12.28,43.74,81.57,13.67
400,fort wellington,92,GY,1526501698,95,6.4,-57.6,80.4,14.45
401,talcahuano,90,CL,1526500800,87,-36.72,-73.12,53.6,3.36
402,sao sebastiao do passe,75,BR,1526497200,74,-12.51,-38.5,82.4,6.93
403,dicabisagan,32,PH,1526501699,100,17.08,122.42,75.9,3.04
404,payson,20,US,1526500560,23,40.04,-111.73,75.2,4.7
405,kununurra,0,AU,1526499000,26,-15.77,128.74,68.0,10.29
406,carolina,40,PR,1526500560,70,18.38,-65.96,84.2,21.92
407,karratha,32,AU,1526501700,28,-20.74,116.85,63.39,15.46
408,manta,0,RO,1526501701,91,45.1,24.1,47.82,2.71
409,hue,0,VN,1526499000,94,16.47,107.58,77.0,2.24
410,sola,0,NO,1526498400,66,58.89,5.65,50.0,29.97
411,sol-iletsk,0,RU,1526501702,31,51.16,55.0,53.49,7.07
412,saldanha,0,PT,1526501702,37,41.42,-6.55,64.02,8.41
413,port-gentil,40,GA,1526497200,83,-0.72,8.78,82.4,6.93
414,totness,75,US,1526500500,69,33.74,-80.8,86.0,12.75
415,miyako,75,JP,1526500800,88,33.63,130.94,75.2,4.7
416,pingliang,92,CN,1526501704,83,35.54,106.68,58.62,6.96
417,hailey,75,US,1526496420,59,43.52,-114.32,60.8,9.17
418,keti bandar,0,PK,1526501704,92,24.14,67.45,85.98,19.48
419,kingaroy,0,AU,1526501705,90,-26.54,151.84,50.52,12.88
420,vanimo,80,PG,1526501705,100,-2.67,141.3,83.28,4.38
421,yinchuan,0,CN,1526501706,78,38.48,106.21,53.22,2.26
422,kirakira,88,SB,1526501706,100,-10.46,161.92,80.49,16.69
423,inhambane,20,MZ,1526497200,77,-23.87,35.38,69.8,3.15
424,vanavara,8,RU,1526501707,74,60.35,102.28,33.78,5.95
425,hamilton,20,BM,1526496900,69,32.3,-64.78,78.8,11.41
426,ikwiriri,0,TZ,1526501708,87,-7.96,38.99,73.74,3.71
427,puri,92,ID,1526501708,89,-7.54,112.45,73.65,4.16
428,tazmalt,40,DZ,1526497200,72,36.39,4.4,64.4,5.82
429,ahipara,88,NZ,1526501709,100,-35.17,173.16,59.7,11.43
430,bara,20,NG,1526501709,58,10.41,10.6,80.22,4.83
431,las colinas,20,NI,1526500800,55,12.1,-86.23,91.4,13.87
432,nadym,76,RU,1526501710,87,65.53,72.51,20.37,3.38
433,pauini,44,BR,1526501710,97,-7.71,-67.0,76.53,3.38
434,zalaegerszeg,36,HU,1526501710,85,46.84,16.85,54.66,3.49
435,adrar,40,DZ,1526497200,20,27.87,-0.29,95.0,6.93
436,padang,88,ID,1526501711,100,-0.92,100.36,78.42,3.83
437,zarichne,0,UA,1526501429,90,51.81,26.13,56.55,13.56
438,smidovich,0,RU,1526501712,79,48.6,133.81,48.81,2.59
439,codrington,100,AU,1526501712,97,-28.95,153.24,51.6,4.5
440,paciran,92,ID,1526501713,91,-6.9,112.33,76.17,2.93
441,cumra,0,TR,1526496600,45,37.57,32.77,64.4,3.36
442,manaure,20,CO,1526497200,41,11.78,-72.45,95.0,18.34
443,viet tri,12,VN,1526500800,94,21.3,105.43,80.6,8.05
444,biak,20,ID,1526501714,100,-0.91,122.88,76.17,3.83
445,bozoum,0,CF,1526501714,77,6.31,16.38,72.12,2.71
446,the valley,40,AI,1526500800,69,18.22,-63.06,82.4,20.8
447,bonthe,8,SL,1526501715,84,7.53,-12.5,81.39,4.05
448,tomatlan,0,MX,1526501715,52,19.93,-105.25,87.96,5.5
449,thinadhoo,32,MV,1526501716,100,0.53,72.93,78.51,2.26
450,zapolyarnyy,0,RU,1526498400,76,69.43,30.82,48.2,4.7
451,arman,90,RU,1526497200,97,59.7,150.17,32.0,4.47
452,yerbogachen,68,RU,1526501717,94,61.28,108.01,40.26,6.4
453,tres arroyos,32,AR,1526501613,55,-38.38,-60.28,52.32,4.16
454,asyut,0,EG,1526497200,34,27.18,31.19,80.6,14.99
455,smolenka,88,PL,1526501718,95,54.15,22.76,57.9,10.76
456,abnub,0,EG,1526497200,34,27.27,31.15,80.6,14.99
457,carutapera,64,BR,1526501719,77,-1.2,-46.02,81.75,7.63
458,marquette,75,US,1526499960,37,46.54,-87.4,82.4,19.46
459,udimskiy,0,RU,1526501719,46,61.14,45.92,51.33,6.51
460,abbeville,90,FR,1526499000,87,50.11,1.83,51.8,14.99
461,kuminskiy,36,RU,1526501720,75,58.67,66.57,25.23,2.71
462,gigmoto,76,PH,1526501720,100,13.78,124.39,80.4,5.17
463,la romana,40,DO,1526500800,58,18.43,-68.97,84.2,13.87
464,hindaun,0,IN,1526501721,51,26.73,77.03,76.62,2.71
465,mahon,20,IE,1526499000,87,51.89,-8.4,50.0,5.82
466,preobrazheniye,8,RU,1526501722,76,42.9,133.91,59.07,4.38
467,catungan,8,PH,1526501722,100,10.77,122.01,81.57,3.94
468,omboue,68,GA,1526501722,100,-1.57,9.26,80.67,8.97
469,oktyabrskiy,0,RU,1526500800,76,55.61,37.97,60.8,4.47
470,zakupne,0,UA,1526501723,81,49.12,26.33,51.42,10.2
471,endicott,90,US,1526499360,82,42.1,-76.05,66.2,9.17
472,nyimba,32,ZM,1526501724,63,-14.56,30.81,75.09,10.76
473,ivangorod,0,RU,1526501724,74,59.38,28.23,59.61,4.94
474,dingle,48,PH,1526501725,95,11.0,122.67,75.36,5.17
475,la ronge,75,CA,1526500800,81,55.1,-105.3,46.4,13.87
476,paamiut,88,GL,1526501725,94,61.99,-49.67,35.58,26.31
477,vostok,48,RU,1526501726,87,46.45,135.83,46.11,4.83
478,valea ierii,0,RO,1526499000,71,46.65,23.34,55.4,1.12
479,mnogovershinnyy,0,RU,1526501726,83,53.94,139.92,35.67,2.15
480,neyshabur,56,IR,1526501727,96,36.21,58.79,49.8,5.5
481,lashio,20,MM,1526501727,93,22.93,97.75,63.57,1.36
482,berlevag,0,NO,1526496600,71,70.86,29.09,50.0,2.24
483,amarante do maranhao,32,BR,1526501473,86,-5.57,-46.74,77.34,2.37
484,union,90,US,1526500560,67,47.36,-123.1,62.6,9.17
485,ca mau,44,VN,1526501492,100,9.18,105.15,78.24,3.04
486,george,40,NG,1526497200,88,6.63,3.35,80.6,4.7
487,zemio,8,CF,1526501729,94,5.02,25.13,69.06,2.48
488,camacha,75,PT,1526499000,72,33.08,-16.33,62.6,19.46
489,caxito,0,BR,1526500800,54,-22.65,-42.51,84.2,9.17
490,khovu-aksy,8,RU,1526501730,68,51.13,93.72,28.38,3.15
491,jieshi,92,CN,1526501731,97,22.82,115.83,77.88,5.39
492,san juan,40,PR,1526500560,70,18.47,-66.12,84.2,21.92
493,olga,1,US,1526497080,46,34.11,-118.17,75.2,6.93
494,marzuq,32,YE,1526501733,66,14.4,46.47,62.22,2.48
495,mildura,0,AU,1526501733,87,-34.18,142.16,36.84,3.6
496,kholtoson,64,RU,1526501733,96,50.3,103.31,33.33,2.71
497,dinar,75,TR,1526499660,40,38.07,30.16,71.6,8.05
498,devonport,48,AU,1526501734,93,-41.18,146.36,47.19,8.19
499,waipawa,8,NZ,1526501734,69,-39.94,176.59,53.49,15.23
500,necochea,68,AR,1526501735,78,-38.55,-58.74,52.86,6.73
501,general roca,0,AR,1526497200,54,-39.03,-67.58,53.6,3.36
502,zhigansk,0,RU,1526501735,73,66.77,123.37,24.42,7.52
503,ekibastuz,92,KZ,1526501736,79,51.72,75.32,41.97,11.99
504,kenai,90,US,1526500560,81,60.55,-151.26,44.6,9.17
505,batamshinskiy,0,KZ,1526500800,64,50.56,58.27,39.2,8.95
506,mpongwe,48,ZM,1526501737,55,-13.51,28.16,71.76,8.19
507,sucua,76,EC,1526501738,96,-2.46,-78.17,69.87,1.03
508,gurkovo,40,BG,1526497200,68,42.98,23.69,64.4,2.24
509,bang saphan,8,TH,1526501762,97,11.21,99.51,79.32,3.83
510,itarema,24,BR,1526501739,80,-2.92,-39.92,80.58,10.76
511,soverato,20,IT,1526496600,72,38.69,16.55,62.6,2.24
512,manzhouli,76,CN,1526501740,76,49.6,117.43,40.35,2.93
513,katangli,92,RU,1526501740,98,51.71,143.23,31.98,10.76
514,guiglo,56,CI,1526501740,71,6.55,-7.5,81.75,7.74
515,agara,12,GE,1526501741,86,42.04,43.82,49.98,1.92
516,college,75,US,1526500680,43,64.86,-147.8,51.8,10.29
517,arcata,90,US,1526500500,87,40.87,-124.08,55.4,4.7
518,kem,56,UG,1526501742,94,2.68,33.77,64.65,3.71
519,waingapu,8,ID,1526501742,81,-9.65,120.26,74.28,11.99
520,saveh,88,IR,1526501742,99,35.02,50.36,50.61,1.59
521,khorramshahr,0,IR,1526500800,37,30.43,48.18,82.4,2.24
522,maracas,20,TT,1526497200,55,10.76,-61.44,86.0,17.22
523,abay,40,KZ,1526500800,58,49.63,72.87,55.4,11.18
524,fairbanks,75,US,1526500680,43,64.84,-147.72,51.8,10.29
525,kharp,64,RU,1526501744,80,66.82,65.8,17.13,6.85
526,booue,44,GA,1526501744,89,-0.09,11.94,76.53,2.37
527,moindou,75,NC,1526499000,88,-21.69,165.68,68.0,4.7
528,chicama,40,PE,1526500800,83,-7.84,-79.15,69.8,11.41
529,corinto,32,BR,1526501640,56,-18.36,-44.46,77.34,2.93
530,haines junction,0,CA,1526501746,30,60.75,-137.51,48.45,2.15
531,tomiya,100,JP,1526501746,89,38.38,140.9,64.47,2.15
532,daru,48,SL,1526501747,88,7.99,-10.85,76.62,3.04
533,darhan,80,MN,1526501747,67,49.49,105.92,44.4,11.99
534,cap-chat,56,CA,1526501748,82,49.1,-66.68,38.55,6.17
535,kieta,0,PG,1526501748,100,-6.22,155.63,78.87,2.71
536,nouakchott,0,MR,1526501748,97,18.08,-15.98,66.63,19.48
537,oranjemund,0,ZA,1526501748,93,-28.55,16.43,61.68,9.98
538,narimanov,0,RU,1526499000,52,46.69,47.85,64.4,4.47
